"statepuma","stab","pumaname","dem12","rep12","dem16","rep16","propR12","propR16","changeinR","changeinpropR"
"0100301","AL","Huntsville (North) & Madison (East) Cities",62015,90884,62822,89520,0.594405457197235,0.587625211694739,-1364,-0.00678024550249534
"0100302","AL","Huntsville City (Central & South)",62015,90884,62822,89520,0.594405457197235,0.587625211694739,-1364,-0.00678024550249534
"0100900","AL","Etowah County",12803,29130,10442,32353,0.694679607946009,0.755999532655684,3223,0.061319924709675
"0101100","AL","Calhoun County",15511,30278,13242,32865,0.661250518683527,0.712798490467825,2587,0.0515479717842983
"0101200","AL","Shelby County",20051,71436,22977,73020,0.780832249390624,0.760648770274071,1584,-0.0201834791165527
"0101301","AL","Birmingham City (West)",159876,141683,156873,134768,0.469835090314002,0.462102379295092,-6915,-0.00773271101890932
"0101302","AL","Birmingham City (East)",159876,141683,156873,134768,0.469835090314002,0.462102379295092,-6915,-0.00773271101890932
"0101303","AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",159876,141683,156873,134768,0.469835090314002,0.462102379295092,-6915,-0.00773271101890932
"0101304","AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",159876,141683,156873,134768,0.469835090314002,0.462102379295092,-6915,-0.00773271101890932
"0101305","AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",159876,141683,156873,134768,0.469835090314002,0.462102379295092,-6915,-0.00773271101890932
"0101600","AL","Tuscaloosa & Northport (Southeast) Cities",32048,45748,31762,47723,0.588050799526968,0.600402591683965,1975,0.0123517921569976
"0101900","AL","Lee County--Auburn City",21381,32194,21230,34617,0.600914605692954,0.619854244632657,2423,0.0189396389397032
"0102000","AL","Montgomery City & Pike Road Town (North)",63085,38332,58916,34003,0.377964246625319,0.365942379922298,-4329,-0.0120218667030214
"0102600","AL","Baldwin County",18424,66016,18458,72883,0.78180956892468,0.797922072234812,6867,0.0161125033101321
"0102701","AL","Mobile City (East)",78760,94893,72186,95116,0.54645183210195,0.568528768335107,223,0.0220769362331561
"0102702","AL","Mobile City (West)",78760,94893,72186,95116,0.54645183210195,0.568528768335107,223,0.0220769362331561
"0102703","AL","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",78760,94893,72186,95116,0.54645183210195,0.568528768335107,223,0.0220769362331561
"0200101","AK","Anchorage Municipality (North)",3081,4544,4151,2187,0.595934426229508,0.345061533606816,-2357,-0.250872892622692
"0200102","AK","Anchorage Municipality (South)",3081,4544,4151,2187,0.595934426229508,0.345061533606816,-2357,-0.250872892622692
"0400100","AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400101","AZ","Maricopa County--Mesa City (East)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400102","AZ","Maricopa County--Mesa City (North Central)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400103","AZ","Maricopa County--Mesa City (West)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400104","AZ","Maricopa County--Mesa City (South Central)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400105","AZ","Maricopa County--Gilbert Town (North)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400106","AZ","Maricopa County--Chandler City (Northeast)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400107","AZ","Maricopa County--Chandler City (South)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400108","AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400109","AZ","Maricopa County--Tempe City (North)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400110","AZ","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400111","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400112","AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400113","AZ","Phoenix City (Northeast)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400114","AZ","Phoenix City (Northeast Central)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400115","AZ","Phoenix City (Northwest Central)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400116","AZ","Phoenix City (Uptown)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400117","AZ","Phoenix City (East)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400118","AZ","Phoenix City--Downtown & Sky Harbor International Airport",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400119","AZ","Phoenix City (South)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400120","AZ","Phoenix City--Ahwatukee & South Mountain",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400121","AZ","Phoenix (Southwest) & Tolleson Cities",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400122","AZ","Phoenix City--Maryvale (East)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400123","AZ","Phoenix City--Maryvale (West)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400124","AZ","Maricopa County--Glendale City (South)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400125","AZ","Phoenix City (West)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400126","AZ","Maricopa County--Glendale City (North)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400127","AZ","Maricopa County--Peoria City (South & Central)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400128","AZ","Phoenix City (North)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400129","AZ","Phoenix (Far North) & Peoria (Northwest) Cities",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400130","AZ","Maricopa County--El Mirage City & Sun City",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400131","AZ","Maricopa County--Surprise City (Central)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400132","AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400133","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400134","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",602288,749885,702907,747361,0.554577705663403,0.515326132825105,-2524,-0.0392515728382972
"0400201","AZ","Pima County (West)",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400202","AZ","Tucson (West) & Marana Cities",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400203","AZ","Pima County (North Central)--Oro Valley Town",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400204","AZ","Pima County (Northeast)",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400205","AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400206","AZ","Tucson City (Northeast)",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400207","AZ","Tucson City (Northwest)",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400208","AZ","Tucson City (South)",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400209","AZ","Tucson City (Southeast)",201251,174779,224661,167428,0.464800680796745,0.427015294996799,-7351,-0.0377853857999457
"0400400","AZ","Coconino County--Flagstaff City",29257,21220,32404,21108,0.420389484319591,0.394453580505307,-112,-0.0259359038142839
"0400500","AZ","Yavapai County",33918,64468,35590,71330,0.655255829081373,0.667134306023195,6862,0.0118784769418215
"0400700","AZ","Yuma County--Yuma City",18059,23352,24605,25165,0.563908140349183,0.505625879043601,1813,-0.058282261305582
"0400803","AZ","Pinal County (North)--Apache Junction City",44306,62079,47892,72819,0.583531512901255,0.603250739369237,10740,0.0197192264679824
"0400805","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",44306,62079,47892,72819,0.583531512901255,0.603250739369237,10740,0.0197192264679824
"0400807","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",44306,62079,47892,72819,0.583531512901255,0.603250739369237,10740,0.0197192264679824
"0500100","AR","Benton County",22636,54646,28005,60871,0.707098677570456,0.684898060218732,6225,-0.0222006173517246
"0500200","AR","Washington County",28236,39688,33366,41476,0.58430010011189,0.554180807567943,1788,-0.0301192925439466
"0500900","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",87248,68984,89574,61257,0.441548466383327,0.406130039580723,-7727,-0.0354184268026045
"0501000","AR","Pulaski County (Central)--Little Rock City",87248,68984,89574,61257,0.441548466383327,0.406130039580723,-7727,-0.0354184268026045
"0501200","AR","Saline County",12869,32963,13256,35863,0.719213649851632,0.730124798957633,2900,0.0109111491060014
"05NA","AR","05",NA,NA,NA,NA,NA,NA,NA,NA
"0600101","CA","Alameda County (North)--Berkeley & Albany Cities",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600102","CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600103","CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600104","CA","Alameda County (North Central)--Oakland City (South Central)",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600105","CA","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600106","CA","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600107","CA","Alameda County (Central)--Hayward City",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600108","CA","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600109","CA","Alameda County (South Central)--Fremont City (East)",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600110","CA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",469684,108182,514842,95922,0.187209491473802,0.157052478535081,-12260,-0.0301570129387213
"0600701","CA","Butte County (Northwest)--Chico City",42669,44479,41567,45144,0.51038463303805,0.520625987475637,665,0.0102413544375872
"0600702","CA","Butte County (Southeast)--Oroville City & Paradise Town",42669,44479,41567,45144,0.51038463303805,0.520625987475637,665,0.0102413544375872
"0601301","CA","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601302","CA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601303","CA","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601304","CA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601305","CA","Contra Costa County (South)--San Ramon City & Danville Town",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601306","CA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601307","CA","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601308","CA","Contra Costa County (Northeast)--Antioch City",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601309","CA","Contra Costa County (East)--Brentwood & Oakley Cities",290824,136517,319287,115956,0.319456827217608,0.266416691365513,-20561,-0.0530401358520954
"0601700","CA","El Dorado County--El Dorado Hills",35166,50973,36404,49247,0.591752864556124,0.574972854957911,-1726,-0.0167800095982138
"0601901","CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0601902","CA","Fresno County (North Central)--Fresno City (North)",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0601903","CA","Fresno County (Central)--Fresno City (East Central)",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0601904","CA","Fresno County (Central)--Fresno City (Southwest)",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0601905","CA","Fresno County (Central)--Fresno City (Southeast)",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0601906","CA","Fresno County (Central)--Clovis City",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0601907","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",129129,124490,141341,124049,0.490854391823956,0.46742153057764,-441,-0.0234328612463159
"0602300","CA","Humboldt County",34457,18825,33200,18373,0.353308809729365,0.356252302561418,-452,0.00294349283205331
"0602500","CA","Imperial County--El Centro City",25136,12777,32667,12704,0.337008414000475,0.280002644861255,-73,-0.0570057691392198
"0602901","CA","Kern County (West)--Delano, Wasco & Shafter Cities",89495,126618,98689,129584,0.585887938254524,0.567671165665672,2966,-0.018216772588852
"0602902","CA","Kern County (Central)--Bakersfield City (West)",89495,126618,98689,129584,0.585887938254524,0.567671165665672,2966,-0.018216772588852
"0602903","CA","Kern County (Central)--Bakersfield City (Northeast)",89495,126618,98689,129584,0.585887938254524,0.567671165665672,2966,-0.018216772588852
"0602904","CA","Kern County (Central)--Bakersfield City (Southeast)",89495,126618,98689,129584,0.585887938254524,0.567671165665672,2966,-0.018216772588852
"0602905","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",89495,126618,98689,129584,0.585887938254524,0.567671165665672,2966,-0.018216772588852
"0603100","CA","Kings County--Hanford City",12979,17671,13617,18093,0.576541598694943,0.570577105014191,422,-0.0059644936807518
"0603701","CA","Los Angeles County (North/Unincorporated)--Castaic",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603702","CA","Los Angeles County (Northwest)--Santa Clarita City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603703","CA","Los Angeles County (North Central)--Lancaster City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603704","CA","Los Angeles County (North Central)--Palmdale City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603705","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603706","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603707","CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603708","CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603709","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603710","CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603711","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603712","CA","Los Angeles County (East Central)--Pomona City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603713","CA","Los Angeles County (East Central)--Covina & Walnut Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603714","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603715","CA","Los Angeles County (East Central)--West Covina City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603716","CA","Los Angeles County (East Central)--La Puente & Industry Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603717","CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603718","CA","Los Angeles County (Central)--Pasadena City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603719","CA","Los Angeles County (Central)--Glendale City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603720","CA","Los Angeles County (Central)--Burbank City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603721","CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603722","CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603723","CA","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603724","CA","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603725","CA","Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603726","CA","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603727","CA","Los Angeles County (Central)--LA City (Central/Pacific Palisades)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603728","CA","Los Angeles County (Southwest)--Santa Monica City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603729","CA","Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603730","CA","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603731","CA","Los Angeles County (Central)--West Hollywood & Beverly Hills Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603732","CA","Los Angeles County (Central)--LA City (East Central/Hollywood)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603733","CA","Los Angeles County (Central)--LA City (Central/Koreatown)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603734","CA","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603735","CA","Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603736","CA","Los Angeles County (Central)--Alhambra & South Pasadena Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603737","CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603738","CA","Los Angeles County (Central)--El Monte & South El Monte Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603739","CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603740","CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603741","CA","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603742","CA","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603743","CA","Los Angeles County (Central)--East Los Angeles",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603744","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603745","CA","Los Angeles County (Central)--LA City (Southeast/East Vernon)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603746","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603747","CA","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603748","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603749","CA","Los Angeles County (Central)--Inglewood City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603750","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603751","CA","Los Angeles County (South Central)--LA City (South Central/Watts)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603752","CA","Los Angeles County (South)--South Gate & Lynwood Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603753","CA","Los Angeles County (South)--Downey City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603754","CA","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603755","CA","Los Angeles County (Southeast)--Norwalk City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603756","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603757","CA","Los Angeles County (South Central)--Compton City & West Rancho Dominguez",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603758","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603759","CA","Los Angeles County (South Central)--Hawthorne City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603760","CA","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603761","CA","Los Angeles County (South Central)--Torrance City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603762","CA","Los Angeles County (South Central)--Carson City",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603763","CA","Los Angeles County (South Central)--Long Beach City (North)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603764","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603765","CA","Los Angeles County (Southeast)--Long Beach City (East)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603766","CA","Los Angeles County (South)--Long Beach City (Southwest & Port)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603767","CA","Los Angeles County (South)--LA City (South/San Pedro)",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603768","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603769","CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities",2216903,885333,2464364,769743,0.285385444563212,0.238007895224246,-115590,-0.047377549338966
"0603900","CA","Madera County--Madera City",16018,22852,17029,23357,0.587908412657577,0.578343980587332,505,-0.00956443207024427
"0604101","CA","Marin County (North & West)--Novato & San Rafael (North) Cities",99896,30880,108707,21771,0.236128953324769,0.166855715139717,-9109,-0.069273238185052
"0604102","CA","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",99896,30880,108707,21771,0.236128953324769,0.166855715139717,-9109,-0.069273238185052
"0604701","CA","Merced County (West & South)--Los Banos & Livingston Cities",33005,27581,37317,28725,0.455237183507741,0.434950486054329,1144,-0.020286697453412
"0604702","CA","Merced County (Northeast)--Merced & Atwater Cities",33005,27581,37317,28725,0.455237183507741,0.434950486054329,1144,-0.020286697453412
"0605301","CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",82920,37390,89088,34895,0.310780483750312,0.281449876192704,-2495,-0.0293306075576079
"0605302","CA","Monterey County (Northeast)--Salinas City",82920,37390,89088,34895,0.310780483750312,0.281449876192704,-2495,-0.0293306075576079
"0605500","CA","Napa County--Napa City",35870,19526,39199,17411,0.352480323489061,0.307560501678149,-2115,-0.0449198218109119
