"statepuma","stab","pumaname","dem12","rep12","dem16","rep16","propR12","propR16","changeinR","changeinpropR"
"3402101","NJ","Camden County (North)--Camden & Gloucester Cities",153682,69476,146717,72631,0.311330985221233,0.331122234987326,3155,0.0197912497660927
"3402102","NJ","Camden County (Central)--Lindenwold & Collingswood Boroughs",153682,69476,146717,72631,0.311330985221233,0.331122234987326,3155,0.0197912497660927
"3402103","NJ","Camden County (South & West)--Bellmawr & Pine Hill Boroughs",153682,69476,146717,72631,0.311330985221233,0.331122234987326,3155,0.0197912497660927
"3402104","NJ","Camden County (East Central)--Haddonfield Borough",153682,69476,146717,72631,0.311330985221233,0.331122234987326,3155,0.0197912497660927
"3402201","NJ","Gloucester County (Northeast)--Woodbury City",74013,59456,66870,67544,0.445466737594498,0.502507179311679,8088,0.0570404417171813
"3402202","NJ","Gloucester County (South & West)--Glassboro Borough",74013,59456,66870,67544,0.445466737594498,0.502507179311679,8088,0.0570404417171813
"3402301","NJ","Mercer County (West Central)--Trenton City",104377,47355,104775,46193,0.312096327735745,0.305978750463674,-1162,-0.00611757727207018
"3402302","NJ","Mercer County (North)--Princeton Borough",104377,47355,104775,46193,0.312096327735745,0.305978750463674,-1162,-0.00611757727207018
"3402303","NJ","Mercer County (South)",104377,47355,104775,46193,0.312096327735745,0.305978750463674,-1162,-0.00611757727207018
"3402400","NJ","Cumberland County (South)--Vineland & Millville Cities",34055,20658,27771,24453,0.377570230109846,0.468232996323529,3795,0.0906627662136835
"3500200","NM","San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities",15855,28849,12865,27946,0.645333750894775,0.684766362010242,-903,0.0394326111154678
"3500500","NM","Santa Fe County",50872,15500,50793,14332,0.233532212378714,0.220069097888676,-1168,-0.0134631144900383
"3500600","NM","Sandoval County",27236,24387,27707,25905,0.472405710632857,0.483194061031112,1518,0.010788350398255
"3500801","NM","Albuquerque City (Far Northeast Heights)",150739,106408,143417,94698,0.413802222075311,0.397698591016946,-11710,-0.0161036310583654
"3500802","NM","Albuquerque City (Near Northeast Heights)",150739,106408,143417,94698,0.413802222075311,0.397698591016946,-11710,-0.0161036310583654
"3500803","NM","Albuquerque City (Southeast Heights)",150739,106408,143417,94698,0.413802222075311,0.397698591016946,-11710,-0.0161036310583654
"3500804","NM","Albuquerque City (Central) & Bernalillo County (North Valley)",150739,106408,143417,94698,0.413802222075311,0.397698591016946,-11710,-0.0161036310583654
"3500805","NM","Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter",150739,106408,143417,94698,0.413802222075311,0.397698591016946,-11710,-0.0161036310583654
"3500806","NM","Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley)",150739,106408,143417,94698,0.413802222075311,0.397698591016946,-11710,-0.0161036310583654
"3501001","NM","Doña Ana County (Outer)",37139,27322,37947,25374,0.423853182544484,0.400720140237836,-1948,-0.0231330423066485
"3501002","NM","Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park",37139,27322,37947,25374,0.423853182544484,0.400720140237836,-1948,-0.0231330423066485
"3600100","NY","St. Lawrence County",20488,13543,16488,19942,0.397960682906762,0.547405984079056,6399,0.149445301172294
"3600402","NY","Oneida County (Central)--Greater Utica & Rome Cities",39031,40532,33743,51437,0.50943277654186,0.603862409016201,10905,0.0944296324743411
"3600600","NY","Oswego County",22178,17610,17095,27688,0.442595757514829,0.61827032579327,10078,0.175674568278441
"3600701","NY","Onondaga County (Central)--Syracuse City",117470,69357,112337,83649,0.371236491513539,0.426811098751952,14292,0.0555746072384124
"3600702","NY","Onondaga County (North)",117470,69357,112337,83649,0.371236491513539,0.426811098751952,14292,0.0555746072384124
"3600703","NY","Onondaga County (Central)--Syracuse City (Outer)",117470,69357,112337,83649,0.371236491513539,0.426811098751952,14292,0.0555746072384124
"3600901","NY","Monroe County (East)",185916,114434,188592,136582,0.381002164141835,0.420027431467461,22148,0.039025267325626
"3600902","NY","Monroe County (Central)--Rochester City (East)",185916,114434,188592,136582,0.381002164141835,0.420027431467461,22148,0.039025267325626
"3600903","NY","Monroe County (Central)--Rochester City (West)",185916,114434,188592,136582,0.381002164141835,0.420027431467461,22148,0.039025267325626
"3600904","NY","Monroe County (Central)--Greece & Gates Towns",185916,114434,188592,136582,0.381002164141835,0.420027431467461,22148,0.039025267325626
"3600905","NY","Monroe County (North & West)",185916,114434,188592,136582,0.381002164141835,0.420027431467461,22148,0.039025267325626
"3600906","NY","Monroe County (South)",185916,114434,188592,136582,0.381002164141835,0.420027431467461,22148,0.039025267325626
"3601101","NY","Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area",41837,38158,35559,51961,0.4770048128008,0.593704296160877,13803,0.116699483360077
"3601102","NY","Niagara County (North & East)",41837,38158,35559,51961,0.4770048128008,0.593704296160877,13803,0.116699483360077
"3601201","NY","Erie County (Northwest)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601202","NY","Erie County (North Central)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601203","NY","Erie County (Northeast)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601204","NY","Erie County (Central)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601205","NY","Erie County (West Central)--Buffalo City (East)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601206","NY","Erie County (West Central)--Buffalo City (West)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601207","NY","Erie County (South)",227325,149683,215456,188303,0.397028710266095,0.466374743349374,38620,0.0693460330832791
"3601700","NY","Schenectady County--Schenectady City",35330,22952,33747,28953,0.39380940942315,0.46177033492823,6001,0.0679609255050801
"3601801","NY","Saratoga County (South & Central)",50998,44915,50913,54575,0.468288970212588,0.51735742454118,9660,0.0490684543285916
"3601802","NY","Saratoga County (Outer)",50998,44915,50913,54575,0.468288970212588,0.51735742454118,9660,0.0490684543285916
"3601900","NY","Rensselaer County--Troy City",35373,24903,32717,33726,0.413149512243679,0.50759297442921,8823,0.094443462185531
"3602001","NY","Albany County (East Central)--Albany City",83978,40210,83077,47810,0.323783296292718,0.365276918257734,7600,0.0414936219650163
"3602002","NY","Albany County (Outside Albany City)",83978,40210,83077,47810,0.323783296292718,0.365276918257734,7600,0.0414936219650163
"3602201","NY","Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village",39971,34708,39212,40943,0.46476251690569,0.510797829205914,6235,0.0460353123002238
"3602300","NY","Tompkins County",24872,10191,28890,10371,0.290648261700368,0.264155268587148,180,-0.0264929931132203
"3602600","NY","Chautauqua County",22463,24266,19091,31594,0.519292088424747,0.623340238729407,7328,0.10404815030466
"3602702","NY","Ulster County (East)",43837,25572,42101,34006,0.368424844040398,0.446818295294782,8434,0.0783934512543841
"3602801","NY","Dutchess County (North & East)",62063,48264,62261,61797,0.437463177644638,0.498129906978994,13533,0.0606667293343555
"3602802","NY","Dutchess County (Southwest)",62063,48264,62261,61797,0.437463177644638,0.498129906978994,13533,0.0606667293343555
"3602901","NY","Orange County (Northeast)--Greater Newburgh City",70742,58003,68278,76645,0.450526234028506,0.528867053538776,18642,0.0783408195102698
"3602902","NY","Orange County (Northwest)",70742,58003,68278,76645,0.450526234028506,0.528867053538776,18642,0.0783408195102698
"3602903","NY","Orange County (Southeast)",70742,58003,68278,76645,0.450526234028506,0.528867053538776,18642,0.0783408195102698
"3603001","NY","Rockland County (North)--New City & Congers",63908,51976,69342,60911,0.448517483000242,0.467636062125249,8935,0.0191185791250069
"3603002","NY","Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",63908,51976,69342,60911,0.448517483000242,0.467636062125249,8935,0.0191185791250069
"3603003","NY","Rockland County (West)--Spring Valley, Suffern Villages & Monsey",63908,51976,69342,60911,0.448517483000242,0.467636062125249,8935,0.0191185791250069
"3603102","NY","Westchester County (Northwest)",234778,131139,272926,131238,0.358384551687951,0.324714719767223,99,-0.0336698319207279
"3603103","NY","Westchester County (Northeast)",234778,131139,272926,131238,0.358384551687951,0.324714719767223,99,-0.0336698319207279
"3603104","NY","Westchester County (Southeast)",234778,131139,272926,131238,0.358384551687951,0.324714719767223,99,-0.0336698319207279
"3603105","NY","Westchester County (Central)--White Plains City",234778,131139,272926,131238,0.358384551687951,0.324714719767223,99,-0.0336698319207279
"3603106","NY","Westchester County (Southwest)--Yonkers City",234778,131139,272926,131238,0.358384551687951,0.324714719767223,99,-0.0336698319207279
"3603107","NY","Westchester County (South Central)--New Rochelle & Mount Vernon Cities",234778,131139,272926,131238,0.358384551687951,0.324714719767223,99,-0.0336698319207279
"3603201","NY","Nassau County (Northwest)--North Hempstead Town (North)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603202","NY","Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603203","NY","Nassau County (East Central)--Oyster Bay Town (Central)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603204","NY","Nassau County (West Central)--North Hempstead Town (South)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603205","NY","Nassau County (West Central)--Hempstead Town (Northwest)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603206","NY","Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603207","NY","Nassau County (Central)--Hempstead Town (Northeast)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603208","NY","Nassau County (Southeast)--Oyster Bay Town (South)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603209","NY","Nassau County (Central)--Hempstead Town (East Central)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603210","NY","Nassau County (South Central)--Hempstead Town (Southeast)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603211","NY","Nassau County (West Central)--Hempstead Town (West Central)",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603212","NY","Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City",294661,237862,326088,288313,0.446669909093128,0.46925867633679,50451,0.0225887672436614
"3603301","NY","Suffolk County (Northwest)--Huntington Town (North)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603302","NY","Suffolk County (Northwest)--Huntington Town (South)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603303","NY","Suffolk County (Northwest)--Smithtown Town",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603304","NY","Suffolk County (North Central)--Brookhaven Town (North)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603305","NY","Suffolk County (East)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603306","NY","Suffolk County (South Central)--Brookhaven Town (South)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603307","NY","Suffolk County (Central)--Brookhaven Town (Central)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603308","NY","Suffolk County (Central)--Brookhaven Town (West Central)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603309","NY","Suffolk County (Central)--Islip Town (East)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603310","NY","Suffolk County (Central)--Islip Town (Northwest)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603311","NY","Suffolk County (Southwest)--Islip Town (South)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603312","NY","Suffolk County (Southwest)--Babylon Town (Southeast)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603313","NY","Suffolk County (West Central)--Babylon Town (Northwest)",287519,243258,303951,350570,0.458305465383768,0.535613066654851,107312,0.0773076012710838
"3603701","NY","NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603702","NY","NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603703","NY","NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603704","NY","NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603705","NY","NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603706","NY","NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603707","NY","NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603708","NY","NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603709","NY","NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603710","NY","NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose",334600,26680,353646,37797,0.0738485385296723,0.0965581195729646,11117,0.0227095810432924
"3603801","NY","NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603802","NY","NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603803","NY","NYC-Manhattan Community District 10--Central Harlem",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603804","NY","NYC-Manhattan Community District 11--East Harlem",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603805","NY","NYC-Manhattan Community District 8--Upper East Side",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603806","NY","NYC-Manhattan Community District 7--Upper West Side & West Side",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603807","NY","NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603808","NY","NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603809","NY","NYC-Manhattan Community District 3--Chinatown & Lower East Side",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603810","NY","NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho",486172,84810,579013,64929,0.148533578991982,0.100830509580055,-19881,-0.0477030694119269
"3603901","NY","NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale",75557,66916,74143,101437,0.469674955956567,0.577725253445723,34521,0.108050297489156
"3603902","NY","NYC-Staten Island Community District 2--New Springville & South Beach",75557,66916,74143,101437,0.469674955956567,0.577725253445723,34521,0.108050297489156
"3603903","NY","NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariners Harbor",75557,66916,74143,101437,0.469674955956567,0.577725253445723,34521,0.108050297489156
"3604001","NY","NYC-Brooklyn Community District 1--Greenpoint & Williamsburg",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604002","NY","NYC-Brooklyn Community District 4--Bushwick",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604003","NY","NYC-Brooklyn Community District 3--Bedford-Stuyvesant",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604004","NY","NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604005","NY","NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604006","NY","NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604007","NY","NYC-Brooklyn Community District 16--Brownsville & Ocean Hill",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604008","NY","NYC-Brooklyn Community District 5--East New York & Starrett City",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604009","NY","NYC-Brooklyn Community District 18--Canarsie & Flatlands",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604010","NY","NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604011","NY","NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604012","NY","NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604013","NY","NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604014","NY","NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604015","NY","NYC-Brooklyn Community District 14--Flatbush & Midwood",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604016","NY","NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604017","NY","NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604018","NY","NYC-Brooklyn Community District 13--Brighton Beach & Coney Island",580225,112957,640553,141044,0.162954317913622,0.18045616858816,28087,0.0175018506745384
"3604101","NY","NYC-Queens Community District 1--Astoria & Long Island City",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604102","NY","NYC-Queens Community District 3--Jackson Heights & North Corona",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604103","NY","NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604104","NY","NYC-Queens Community District 11--Bayside, Douglaston & Little Neck",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604105","NY","NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604106","NY","NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604107","NY","NYC-Queens Community District 4--Elmhurst & South Corona",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604108","NY","NYC-Queens Community District 6--Forest Hills & Rego Park",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604109","NY","NYC-Queens Community District 2--Sunnyside & Woodside",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604110","NY","NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604111","NY","NYC-Queens Community District 9--Richmond Hill & Woodhaven",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604112","NY","NYC-Queens Community District 12--Jamaica, Hollis & St. Albans",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604113","NY","NYC-Queens Community District 10--Howard Beach & Ozone Park",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3604114","NY","NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel",461391,108864,517220,149341,0.190904069232186,0.224047011451315,40477,0.0331429422191294
"3701100","NC","Johnston County",27290,48427,28362,54372,0.639578958490167,0.657190514177968,5945,0.0176115556878006
"3701201","NC","Raleigh City (South & Central)",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701202","NC","Raleigh City (North)",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701203","NC","Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701204","NC","Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701205","NC","Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701206","NC","Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701207","NC","Wake County (West Central)--Cary Town",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701208","NC","Wake County (Southwest)--Apex & Holly Springs Towns",267262,211596,302736,196082,0.441876297357463,0.393093272496181,-15514,-0.048783024861282
"3701301","NC","Durham County (South)--Durham City (South)",111224,33769,121250,28350,0.232900898664073,0.189505347593583,-5419,-0.0433955510704905
"3701302","NC","Durham County (North)--Durham City (North)",111224,33769,121250,28350,0.232900898664073,0.189505347593583,-5419,-0.0433955510704905
"3701400","NC","Orange County--Chapel Hill Town",53901,21539,59923,18557,0.285511664899258,0.236455147808359,-2982,-0.0490565170908988
"3701600","NC","Alamance County--Burlington City",28875,38170,29833,38815,0.569319114027892,0.565420696888475,645,-0.00389841713941719
"3701701","NC","Greensboro City (North)",146365,104789,149248,98062,0.417230066015274,0.396514495976709,-6727,-0.0207155700385641
"3701702","NC","Greensboro City (South)",146365,104789,149248,98062,0.417230066015274,0.396514495976709,-6727,-0.0207155700385641
"3701703","NC","Guilford County (North)--Summerfield Town",146365,104789,149248,98062,0.417230066015274,0.396514495976709,-6727,-0.0207155700385641
"3701704","NC","Guilford County (South)--High Point City",146365,104789,149248,98062,0.417230066015274,0.396514495976709,-6727,-0.0207155700385641
"3701801","NC","Winston-Salem City (North)",92323,79768,94464,75975,0.463522206274587,0.445760653371587,-3793,-0.0177615529029998
"3701802","NC","Winston-Salem City (South)",92323,79768,94464,75975,0.463522206274587,0.445760653371587,-3793,-0.0177615529029998
"3701803","NC","Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village",92323,79768,94464,75975,0.463522206274587,0.445760653371587,-3793,-0.0177615529029998
"3702201","NC","Buncombe County (Southeast)--Asheville City",70625,54701,75452,55716,0.436469687056158,0.42476823615516,1015,-0.0117014509009977
"3702202","NC","Buncombe County (Northwest)",70625,54701,75452,55716,0.436469687056158,0.42476823615516,1015,-0.0117014509009977
"3702800","NC","Catawba County--Hickory City",24069,44538,21216,48324,0.649175740084831,0.694909404659189,3786,0.0457336645743579
"3702900","NC","Iredell (South)--Mooresville Town & Statesville City",26076,49299,24734,54754,0.654049751243781,0.688833534621578,5455,0.0347837833777971
"3703001","NC","Gaston County (Northwest)--Mount Holly City",33171,56138,31177,61798,0.628581665901533,0.664673299273998,5660,0.0360916333724656
"3703002","NC","Gaston County (Southeast)--Gastonia & Belmont Cities",33171,56138,31177,61798,0.628581665901533,0.664673299273998,5660,0.0360916333724656
"3703101","NC","Charlotte City (Central)",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703102","NC","Charlotte City (Northwest)",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703103","NC","Charlotte City (Northeast)",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703104","NC","Charlotte City (South)",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703105","NC","Charlotte City (Southwest)",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703106","NC","Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703107","NC","Mecklenburg County (East)--Mint Hill & Matthews (North) Towns",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703108","NC","Mecklenburg County (South)--Matthews Town (South)",272262,171668,294562,155518,0.386700605951389,0.345534127266264,-16150,-0.041166478685125
"3703200","NC","Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town",32849,49557,35521,53819,0.601376113389802,0.60240653682561,4262,0.00103042343580839
"3703400","NC","Rowan County",22650,38775,19400,42810,0.631257631257631,0.688153030059476,4035,0.0568953988018447
"3703500","NC","Davidson County",20624,49383,18109,54317,0.70540088848258,0.749965482009223,4934,0.0445645935266429
"3703600","NC","Randolph County",14773,45160,13194,49430,0.753508084027164,0.789314001021972,4270,0.0358059169948087
"3703800","NC","Harnett County",17331,25565,16737,27614,0.595976314807907,0.62262406710108,2049,0.0266477522931725
"3704000","NC","Wayne County",23314,27641,21770,27540,0.542459032479639,0.558507402149665,-101,0.0160483696700265
"3704200","NC","Pitt County--Greenville City",41843,36214,41824,35691,0.463943016001127,0.460439914855189,-523,-0.00350310114593805
"3704300","NC","Craven County",18763,26928,17630,27731,0.589350200258257,0.611340138004012,803,0.0219899377457556
"3704500","NC","Onslow County (South)--Jacksonville City",18490,32243,17514,37122,0.635542940492382,0.679442126070723,4879,0.0438991855783409
"3704700","NC","New Hanover County (South)--Wilmington City",48668,53385,50979,55344,0.523110540601452,0.52052707316385,1959,-0.0025834674376024
"3704800","NC","Brunswick County",22038,34743,23282,42720,0.611877212447826,0.647253113542014,7977,0.035375901094188
"3705001","NC","Cumberland County (Central)--Fayetteville City (Central & East)",75792,50666,71605,51265,0.400654762846162,0.417229592251974,599,0.0165748294058113
"3705002","NC","Cumberland County (East)--Hope Mills & Spring Lake Towns",75792,50666,71605,51265,0.400654762846162,0.417229592251974,599,0.0165748294058113
"3705003","NC","Cumberland County (West)--Fayetteville City (West)",75792,50666,71605,51265,0.400654762846162,0.417229592251974,599,0.0165748294058113
"3705100","NC","Robeson County (West)--Lumberton City",24988,17510,19016,20762,0.412019389147725,0.521946804766454,3252,0.109927415618729
"3705400","NC","Union County (West)--Indian Trail & Stallings Towns",32473,61107,34337,66707,0.65299209232742,0.660177744348996,5600,0.00718565202157606
"3800500","ND","Cass County--Fargo City",34712,36855,31361,39816,0.514971984294437,0.559394186324234,2961,0.0444222020297966
